,year,region,wine,beer,vodka,champagne,brandy,lat,lon,total_alc
266,1998,Jewish Autonomous Oblast,2.3,11.6,11.5,0.5,0.2,48.5601613,132.2775662,82.1
267,1999,Jewish Autonomous Oblast,3.4,11.5,11.4,0.4,0.2,48.5601613,132.2775662,52.2
268,2000,Jewish Autonomous Oblast,4.8,13.4,12.2,0.5,0.1,48.5601613,132.2775662,10.2
269,2001,Jewish Autonomous Oblast,5.1,17.8,12.0,0.4,0.1,48.5601613,132.2775662,35.4
270,2002,Jewish Autonomous Oblast,4.1,26.8,7.6,0.4,0.1,48.5601613,132.2775662,36.4
271,2003,Jewish Autonomous Oblast,5.1,39.0,6.4,0.5,0.2,48.5601613,132.2775662,80.89999999999999
272,2004,Jewish Autonomous Oblast,4.4,51.1,7.4,0.3,0.2,48.5601613,132.2775662,
273,2005,Jewish Autonomous Oblast,3.7,59.1,7.1,0.4,0.1,48.5601613,132.2775662,59.8
274,2006,Jewish Autonomous Oblast,3.7,56.3,7.5,0.4,0.1,48.5601613,132.2775662,42.6
275,2007,Jewish Autonomous Oblast,4.4,52.3,9.1,0.9,0.4,48.5601613,132.2775662,61.300000000000004
276,2008,Jewish Autonomous Oblast,5.2,53.2,10.0,1.0,0.4,48.5601613,132.2775662,34.1
277,2009,Jewish Autonomous Oblast,5.5,58.4,10.7,1.1,0.4,48.5601613,132.2775662,49.300000000000004
278,2010,Jewish Autonomous Oblast,5.5,59.1,12.1,1.2,0.4,48.5601613,132.2775662,69.00000000000001
279,2011,Jewish Autonomous Oblast,5.06,59.83,12.17,1.31,0.5,48.5601613,132.2775662,25.400000000000002
280,2012,Jewish Autonomous Oblast,4.7,61.7,12.7,1.5,0.5,48.5601613,132.2775662,49.6
281,2013,Jewish Autonomous Oblast,4.5,65.1,10.1,1.7,0.5,48.5601613,132.2775662,50.300000000000004
282,2014,Jewish Autonomous Oblast,5.3,56.1,8.8,1.5,0.4,48.5601613,132.2775662,37.8
283,2015,Jewish Autonomous Oblast,5.4,59.0,8.0,1.6,0.4,48.5601613,132.2775662,46.9
284,2016,Jewish Autonomous Oblast,5.5,59.6,8.3,1.6,0.5,48.5601613,132.2775662,65.2
285,1998,Zabaykalsky Krai,0.9,8.6,5.0,0.2,0.1,53.79616715,118.13833647756566,82.0
286,1999,Zabaykalsky Krai,1.1,11.5,5.8,0.2,0.1,53.79616715,118.13833647756566,
287,2000,Zabaykalsky Krai,1.9,16.4,7.0,0.3,0.1,53.79616715,118.13833647756566,50.1
288,2001,Zabaykalsky Krai,3.5,23.8,8.6,0.4,0.1,53.79616715,118.13833647756566,54.2
289,2002,Zabaykalsky Krai,4.7,31.3,10.9,0.5,0.1,53.79616715,118.13833647756566,84.4
290,2003,Zabaykalsky Krai,5.9,38.1,12.4,0.6,0.1,53.79616715,118.13833647756566,55.60000000000001
291,2004,Zabaykalsky Krai,15.7,190.4,40.6,3.0,1.8,53.79616715,118.13833647756566,58.2
292,2005,Zabaykalsky Krai,16.3,202.1,31.0,3.0,1.2,53.79616715,118.13833647756566,35.0
293,2006,Zabaykalsky Krai,13.7,207.3,31.7,3.1,1.3,53.79616715,118.13833647756566,37.1
294,2007,Zabaykalsky Krai,6.7,61.9,13.5,0.8,0.2,53.79616715,118.13833647756566,108.50000000000001
295,2008,Zabaykalsky Krai,6.9,64.1,13.7,0.9,0.3,53.79616715,118.13833647756566,44.3
296,2009,Zabaykalsky Krai,6.5,66.8,13.8,1.0,0.4,53.79616715,118.13833647756566,61.4
297,2010,Zabaykalsky Krai,6.4,65.3,13.4,1.0,0.4,53.79616715,118.13833647756566,80.2
298,2011,Zabaykalsky Krai,6.52,66.83,13.81,1.07,0.45,53.79616715,118.13833647756566,50.4
299,2012,Zabaykalsky Krai,6.6,68.0,13.6,1.1,0.4,53.79616715,118.13833647756566,52.50000000000001
300,2013,Zabaykalsky Krai,6.4,64.5,12.7,1.1,0.4,53.79616715,118.13833647756566,73.3
301,2014,Zabaykalsky Krai,6.6,38.8,9.2,1.1,0.3,53.79616715,118.13833647756566,73.3
302,2015,Zabaykalsky Krai,6.6,31.9,7.0,0.9,0.3,53.79616715,118.13833647756566,48.60000000000001
303,2016,Zabaykalsky Krai,6.4,30.8,6.8,0.9,0.3,53.79616715,118.13833647756566,47.199999999999996
304,1998,Ivanovo Oblast,1.4,20.7,16.1,0.1,0.04,56.9167446,41.4352137,42.5
305,1999,Ivanovo Oblast,1.6,28.4,15.1,0.1,0.04,56.9167446,41.4352137,78.0
306,2000,Ivanovo Oblast,2.5,47.5,14.2,0.2,0.1,56.9167446,41.4352137,43.900000000000006
307,2001,Ivanovo Oblast,3.3,60.7,16.5,0.3,0.1,56.9167446,41.4352137,57.00000000000001
308,2002,Ivanovo Oblast,3.7,61.2,16.7,0.6,0.2,56.9167446,41.4352137,36.0
309,2003,Ivanovo Oblast,5.2,61.6,15.4,0.6,0.2,56.9167446,41.4352137,73.0
310,2004,Ivanovo Oblast,8.0,68.1,17.3,0.7,0.4,56.9167446,41.4352137,37.300000000000004
311,2005,Ivanovo Oblast,9.0,76.6,12.5,1.0,0.4,56.9167446,41.4352137,53.1
312,2006,Ivanovo Oblast,10.7,99.9,11.1,1.0,0.4,56.9167446,41.4352137,57.699999999999996
313,2007,Ivanovo Oblast,8.9,106.2,13.5,1.3,0.4,56.9167446,41.4352137,44.5
314,2008,Ivanovo Oblast,11.0,104.5,11.7,1.3,0.4,56.9167446,41.4352137,125.9
315,2009,Ivanovo Oblast,10.9,100.2,10.8,1.3,0.5,56.9167446,41.4352137,33.7
316,2010,Ivanovo Oblast,9.5,86.4,10.2,1.5,0.5,56.9167446,41.4352137,55.4
317,2011,Ivanovo Oblast,9.71,88.42,11.14,1.57,0.57,56.9167446,41.4352137,64.0
318,2012,Ivanovo Oblast,9.2,92.8,11.9,1.7,0.6,56.9167446,41.4352137,
319,2013,Ivanovo Oblast,8.8,84.7,9.3,1.7,0.6,56.9167446,41.4352137,31.499999999999996
320,2014,Ivanovo Oblast,8.2,71.6,7.0,1.0,0.6,56.9167446,41.4352137,102.1
321,2015,Ivanovo Oblast,7.7,72.1,6.6,0.9,0.5,56.9167446,41.4352137,50.7
322,2016,Ivanovo Oblast,8.2,55.4,7.8,1.1,0.5,56.9167446,41.4352137,41.099999999999994
323,1998,Irkutsk Oblast,5.6,26.8,14.8,1.0,0.4,56.6370122,104.719221,58.9
324,1999,Irkutsk Oblast,5.6,29.1,14.7,0.9,0.4,56.6370122,104.719221,60.3
325,2000,Irkutsk Oblast,6.0,39.4,15.5,1.3,0.5,56.6370122,104.719221,59.5
326,2001,Irkutsk Oblast,7.1,38.9,11.9,1.4,0.5,56.6370122,104.719221,58.300000000000004
327,2002,Irkutsk Oblast,8.1,47.8,10.8,1.1,0.4,56.6370122,104.719221,76.10000000000001
328,2003,Irkutsk Oblast,7.4,51.5,10.2,1.0,0.3,56.6370122,104.719221,43.6
329,2004,Irkutsk Oblast,5.5,54.7,22.7,1.5,0.7,56.6370122,104.719221,58.900000000000006
330,2005,Irkutsk Oblast,7.0,58.4,23.0,1.7,0.9,56.6370122,104.719221,64.69999999999999
331,2006,Irkutsk Oblast,7.2,68.4,23.0,1.5,1.0,56.6370122,104.719221,74.5
332,2007,Irkutsk Oblast,5.4,76.7,11.6,1.1,0.3,56.6370122,104.719221,76.10000000000001
333,2008,Irkutsk Oblast,6.5,84.1,12.0,1.5,0.5,56.6370122,104.719221,67.2
334,2009,Irkutsk Oblast,6.3,92.2,11.4,1.3,0.4,56.6370122,104.719221,
335,2010,Irkutsk Oblast,6.5,85.4,11.4,1.3,0.5,56.6370122,104.719221,46.400000000000006
336,2011,Irkutsk Oblast,6.1,77.29,10.98,1.4,0.51,56.6370122,104.719221,24.200000000000003
337,2012,Irkutsk Oblast,6.3,71.7,10.8,1.5,0.6,56.6370122,104.719221,33.9
338,2013,Irkutsk Oblast,5.8,71.6,9.4,1.5,0.6,56.6370122,104.719221,76.10000000000001
339,2014,Irkutsk Oblast,6.2,73.2,7.7,1.5,0.6,56.6370122,104.719221,96.0
340,2015,Irkutsk Oblast,6.0,66.9,6.8,1.4,0.5,56.6370122,104.719221,43.699999999999996
341,2016,Irkutsk Oblast,6.1,61.3,6.8,1.3,0.5,56.6370122,104.719221,57.0
342,1998,Kabardino-Balkar Republic,1.6,9.9,6.5,0.3,0.3,43.4428286,43.4204809,56.3
343,1999,Kabardino-Balkar Republic,1.8,12.6,8.2,0.4,0.3,43.4428286,43.4204809,116.39999999999999
344,2000,Kabardino-Balkar Republic,2.5,17.3,10.5,0.6,0.4,43.4428286,43.4204809,61.1
345,2001,Kabardino-Balkar Republic,2.7,26.5,12.4,0.4,0.6,43.4428286,43.4204809,50.50000000000001
346,2002,Kabardino-Balkar Republic,3.7,31.5,13.9,0.7,0.7,43.4428286,43.4204809,36.9
347,2003,Kabardino-Balkar Republic,4.4,39.4,12.8,0.8,0.7,43.4428286,43.4204809,51.199999999999996
348,2004,Kabardino-Balkar Republic,4.0,43.7,12.3,0.8,0.7,43.4428286,43.4204809,43.900000000000006
349,2005,Kabardino-Balkar Republic,3.3,31.7,10.4,1.1,0.6,43.4428286,43.4204809,60.9
350,2006,Kabardino-Balkar Republic,2.5,38.1,6.6,1.2,0.5,43.4428286,43.4204809,61.5
351,2007,Kabardino-Balkar Republic,2.9,24.3,5.1,1.0,0.4,43.4428286,43.4204809,86.7
352,2008,Kabardino-Balkar Republic,3.4,25.8,5.2,0.6,0.4,43.4428286,43.4204809,56.699999999999996
353,2009,Kabardino-Balkar Republic,3.2,30.2,3.7,0.4,0.4,43.4428286,43.4204809,18.000000000000004
354,2010,Kabardino-Balkar Republic,3.2,26.1,3.5,0.4,0.4,43.4428286,43.4204809,39.0
355,2011,Kabardino-Balkar Republic,2.66,23.28,3.08,0.55,0.39,43.4428286,43.4204809,47.5
356,2012,Kabardino-Balkar Republic,1.7,20.4,2.3,0.5,0.3,43.4428286,43.4204809,82.4
357,2013,Kabardino-Balkar Republic,0.8,17.8,1.6,0.3,0.2,43.4428286,43.4204809,
358,2014,Kabardino-Balkar Republic,0.5,17.1,0.6,0.3,0.1,43.4428286,43.4204809,68.2
359,2015,Kabardino-Balkar Republic,0.6,16.3,0.5,0.3,0.1,43.4428286,43.4204809,50.50000000000001
360,2016,Kabardino-Balkar Republic,0.6,14.5,0.5,0.2,0.1,43.4428286,43.4204809,86.4
361,1998,Kaliningrad Oblast,2.7,21.6,12.2,1.1,0.3,54.8512738,21.23855885620656,41.6
362,1999,Kaliningrad Oblast,3.1,27.6,15.3,1.0,0.7,54.8512738,21.23855885620656,66.4
363,2000,Kaliningrad Oblast,3.2,38.4,15.8,1.3,0.8,54.8512738,21.23855885620656,70.2
364,2001,Kaliningrad Oblast,1.7,44.5,13.3,1.1,0.7,54.8512738,21.23855885620656,30.5
365,2002,Kaliningrad Oblast,2.4,64.5,17.3,1.3,0.9,54.8512738,21.23855885620656,55.900000000000006
366,2003,Kaliningrad Oblast,11.3,80.8,20.0,1.4,1.1,54.8512738,21.23855885620656,55.199999999999996
367,2004,Kaliningrad Oblast,12.7,84.2,20.0,1.4,1.0,54.8512738,21.23855885620656,47.300000000000004
368,2005,Kaliningrad Oblast,11.0,70.5,15.9,1.5,1.0,54.8512738,21.23855885620656,47.800000000000004
369,2006,Kaliningrad Oblast,11.6,82.4,16.9,1.4,1.0,54.8512738,21.23855885620656,67.7
370,2007,Kaliningrad Oblast,12.3,73.8,17.3,1.6,0.9,54.8512738,21.23855885620656,89.9
371,2008,Kaliningrad Oblast,9.3,67.2,14.7,2.0,1.7,54.8512738,21.23855885620656,
372,2009,Kaliningrad Oblast,7.6,62.7,10.5,1.9,1.6,54.8512738,21.23855885620656,52.9
373,2010,Kaliningrad Oblast,8.6,57.6,15.6,2.0,1.9,54.8512738,21.23855885620656,62.9
374,2011,Kaliningrad Oblast,7.98,56.95,14.65,2.03,2.13,54.8512738,21.23855885620656,95.69999999999997
375,2012,Kaliningrad Oblast,8.6,61.0,14.8,1.7,2.3,54.8512738,21.23855885620656,62.900000000000006
376,2013,Kaliningrad Oblast,6.9,57.6,13.2,1.9,2.1,54.8512738,21.23855885620656,57.5
377,2014,Kaliningrad Oblast,6.9,36.9,7.7,1.5,1.2,54.8512738,21.23855885620656,38.9
378,2015,Kaliningrad Oblast,8.6,36.1,7.2,1.4,1.1,54.8512738,21.23855885620656,34.9
379,2016,Kaliningrad Oblast,8.6,38.2,6.2,1.4,1.1,54.8512738,21.23855885620656,116.2
380,1998,Republic of Kalmykia,2.3,4.1,11.1,0.3,0.1,46.9017116,45.249161,51.0
381,1999,Republic of Kalmykia,2.7,5.2,14.1,0.6,0.1,46.9017116,45.249161,68.69999999999999
382,2000,Republic of Kalmykia,3.2,9.1,14.2,0.9,0.1,46.9017116,45.249161,116.39999999999999
383,2001,Republic of Kalmykia,3.4,13.9,15.4,1.3,0.1,46.9017116,45.249161,56.800000000000004
384,2002,Republic of Kalmykia,4.1,20.9,15.0,1.5,0.1,46.9017116,45.249161,55.900000000000006
385,2003,Republic of Kalmykia,4.3,24.4,15.4,1.4,0.1,46.9017116,45.249161,71.89999999999999
386,2004,Republic of Kalmykia,4.3,24.4,15.3,1.4,0.2,46.9017116,45.249161,103.9
387,2005,Republic of Kalmykia,4.9,25.1,7.8,1.6,0.2,46.9017116,45.249161,48.300000000000004
388,2006,Republic of Kalmykia,4.9,34.0,7.8,1.6,0.2,46.9017116,45.249161,45.7
389,2007,Republic of Kalmykia,4.8,29.3,8.1,0.6,0.3,46.9017116,45.249161,45.4
390,2008,Republic of Kalmykia,4.5,24.9,7.5,0.4,0.4,46.9017116,45.249161,82.4
391,2009,Republic of Kalmykia,4.0,26.8,6.9,0.3,0.4,46.9017116,45.249161,46.60000000000001
392,2010,Republic of Kalmykia,2.8,24.3,5.5,0.3,0.4,46.9017116,45.249161,68.09999999999998
393,2011,Republic of Kalmykia,2.47,17.9,4.87,0.33,0.42,46.9017116,45.249161,47.800000000000004
394,2012,Republic of Kalmykia,2.7,15.9,4.9,0.4,0.5,46.9017116,45.249161,71.30000000000001
395,2013,Republic of Kalmykia,2.2,13.6,4.3,0.3,0.4,46.9017116,45.249161,39.1
396,2014,Republic of Kalmykia,3.1,17.4,3.6,0.3,0.5,46.9017116,45.249161,57.5
397,2015,Republic of Kalmykia,2.7,19.6,3.4,0.3,0.4,46.9017116,45.249161,59.8
398,2016,Republic of Kalmykia,2.6,20.3,3.3,0.3,0.4,46.9017116,45.249161,49.800000000000004
399,1998,Kaluga Oblast,2.8,24.2,15.6,0.7,0.1,54.4382773,35.5272854,131.6
400,1999,Kaluga Oblast,2.8,26.5,17.7,0.9,0.1,54.4382773,35.5272854,41.6
401,2000,Kaluga Oblast,2.2,30.4,9.0,0.6,0.2,54.4382773,35.5272854,69.39999999999999
402,2001,Kaluga Oblast,2.5,34.1,12.0,0.6,0.1,54.4382773,35.5272854,75.10000000000001
403,2002,Kaluga Oblast,2.6,50.6,12.2,0.8,0.2,54.4382773,35.5272854,
404,2003,Kaluga Oblast,3.0,71.2,9.0,0.9,0.3,54.4382773,35.5272854,25.7
405,2004,Kaluga Oblast,4.0,86.7,11.4,1.3,0.3,54.4382773,35.5272854,131.9
406,2005,Kaluga Oblast,3.8,64.1,13.9,1.6,0.3,54.4382773,35.5272854,52.00000000000001
407,2006,Kaluga Oblast,5.9,96.6,11.3,3.0,0.4,54.4382773,35.5272854,45.99999999999999
408,2007,Kaluga Oblast,6.4,71.4,11.8,2.3,0.5,54.4382773,35.5272854,47.400000000000006
409,2008,Kaluga Oblast,7.7,64.6,10.8,1.9,0.7,54.4382773,35.5272854,68.7
410,2009,Kaluga Oblast,7.4,50.1,10.2,1.5,0.8,54.4382773,35.5272854,62.099999999999994
411,2010,Kaluga Oblast,8.9,53.7,11.2,1.6,0.8,54.4382773,35.5272854,63.900000000000006
412,2011,Kaluga Oblast,9.26,57.93,11.62,1.78,0.86,54.4382773,35.5272854,107.69999999999999
413,2012,Kaluga Oblast,9.3,64.0,11.9,2.0,0.9,54.4382773,35.5272854,46.3
414,2013,Kaluga Oblast,8.6,52.3,11.7,1.7,0.9,54.4382773,35.5272854,56.7
415,2014,Kaluga Oblast,7.7,46.1,9.0,1.8,0.9,54.4382773,35.5272854,54.4
416,2015,Kaluga Oblast,7.6,45.6,7.6,1.6,0.9,54.4382773,35.5272854,78.6
417,2016,Kaluga Oblast,7.5,45.1,7.6,1.5,0.9,54.4382773,35.5272854,107.69999999999999
418,1998,Kamchatka Krai,6.4,25.5,25.1,0.8,0.4,57.1914882,160.0383819,78.2
419,1999,Kamchatka Krai,6.5,30.6,26.4,0.9,0.4,57.1914882,160.0383819,
420,2000,Kamchatka Krai,7.1,32.7,26.6,0.8,0.4,57.1914882,160.0383819,46.50000000000001
421,2001,Kamchatka Krai,7.4,33.6,26.7,0.9,0.4,57.1914882,160.0383819,23.500000000000004
422,2002,Kamchatka Krai,7.3,35.3,25.9,1.2,0.5,57.1914882,160.0383819,37.4
423,2003,Kamchatka Krai,7.4,39.1,25.1,1.8,1.2,57.1914882,160.0383819,107.69999999999999
424,2004,Kamchatka Krai,7.5,49.2,22.2,2.0,1.1,57.1914882,160.0383819,116.19999999999999
425,2005,Kamchatka Krai,8.6,50.5,22.8,2.1,1.4,57.1914882,160.0383819,50.0
426,2006,Kamchatka Krai,8.0,69.1,20.4,2.9,1.2,57.1914882,160.0383819,62.10000000000001
427,2007,Kamchatka Krai,7.8,69.6,18.6,3.3,1.5,57.1914882,160.0383819,63.9
428,2008,Kamchatka Krai,7.2,73.4,18.2,3.7,1.7,57.1914882,160.0383819,153.1
429,2009,Kamchatka Krai,7.6,75.0,17.5,3.9,1.8,57.1914882,160.0383819,66.30000000000001
430,2010,Kamchatka Krai,7.7,75.6,16.9,4.1,1.8,57.1914882,160.0383819,35.3
431,2011,Kamchatka Krai,7.59,77.77,16.83,4.2,1.76,57.1914882,160.0383819,39.2
432,2012,Kamchatka Krai,7.5,76.0,15.4,4.3,1.8,57.1914882,160.0383819,47.199999999999996
433,2013,Kamchatka Krai,6.7,76.3,15.1,4.1,1.8,57.1914882,160.0383819,51.4
434,2014,Kamchatka Krai,6.4,76.0,13.0,4.0,1.7,57.1914882,160.0383819,63.400000000000006
435,2015,Kamchatka Krai,7.0,81.2,11.4,3.7,1.5,57.1914882,160.0383819,64.9
436,2016,Kamchatka Krai,6.6,85.4,10.4,3.3,1.3,57.1914882,160.0383819,105.4
437,1998,Karachay-Cherkess Republic,1.7,5.4,8.6,0.1,0.04,43.7368326,41.7267991,53.50000000000001
438,1999,Karachay-Cherkess Republic,2.1,6.9,10.9,0.1,0.04,43.7368326,41.7267991,22.699999999999996
439,2000,Karachay-Cherkess Republic,2.2,7.4,12.9,0.2,0.1,43.7368326,41.7267991,51.2
440,2001,Karachay-Cherkess Republic,2.3,9.4,13.4,0.2,0.1,43.7368326,41.7267991,57.1
441,2002,Karachay-Cherkess Republic,2.7,13.2,14.3,0.2,0.1,43.7368326,41.7267991,83.0
442,2003,Karachay-Cherkess Republic,3.7,14.9,14.9,0.2,0.2,43.7368326,41.7267991,
443,2004,Karachay-Cherkess Republic,4.2,19.6,14.9,0.3,0.3,43.7368326,41.7267991,70.39999999999999
444,2005,Karachay-Cherkess Republic,4.6,20.9,5.3,0.4,0.4,43.7368326,41.7267991,58.099999999999994
445,2006,Karachay-Cherkess Republic,3.0,22.1,5.6,0.4,0.4,43.7368326,41.7267991,114.6
446,2007,Karachay-Cherkess Republic,2.0,23.0,5.1,0.4,0.4,43.7368326,41.7267991,45.6
447,2008,Karachay-Cherkess Republic,1.9,27.8,3.7,0.4,0.5,43.7368326,41.7267991,84.4
448,2009,Karachay-Cherkess Republic,1.5,29.1,2.8,0.4,0.5,43.7368326,41.7267991,74.6
449,2010,Karachay-Cherkess Republic,1.4,28.4,2.3,0.5,0.5,43.7368326,41.7267991,33.900000000000006
450,2011,Karachay-Cherkess Republic,1.36,29.53,2.17,0.47,0.46,43.7368326,41.7267991,59.6
451,2012,Karachay-Cherkess Republic,1.3,28.7,1.8,0.5,0.4,43.7368326,41.7267991,62.6
452,2013,Karachay-Cherkess Republic,1.1,28.1,1.2,0.4,0.3,43.7368326,41.7267991,54.800000000000004
453,2014,Karachay-Cherkess Republic,1.2,28.1,0.9,0.4,0.2,43.7368326,41.7267991,49.300000000000004
454,2015,Karachay-Cherkess Republic,1.1,28.9,0.8,0.3,0.2,43.7368326,41.7267991,71.70000000000002
455,2016,Karachay-Cherkess Republic,0.9,25.3,0.7,0.2,0.1,43.7368326,41.7267991,95.29999999999998
456,1998,Republic of Karelia,3.2,16.2,15.4,0.5,0.2,62.6194031,33.4920267,
457,1999,Republic of Karelia,2.4,21.0,15.0,0.3,0.1,62.6194031,33.4920267,55.8
458,2000,Republic of Karelia,2.8,24.9,17.2,0.4,0.2,62.6194031,33.4920267,79.99999999999999
459,2001,Republic of Karelia,5.1,28.0,15.9,0.4,0.2,62.6194031,33.4920267,95.69999999999999
460,2002,Republic of Karelia,9.3,33.6,12.4,0.4,0.2,62.6194031,33.4920267,68.60000000000001
461,2003,Republic of Karelia,13.5,31.1,14.2,0.6,0.2,62.6194031,33.4920267,68.60000000000001
462,2004,Republic of Karelia,16.9,33.2,14.0,0.7,0.5,62.6194031,33.4920267,44.4
463,2005,Republic of Karelia,15.0,36.2,14.9,0.7,0.5,62.6194031,33.4920267,39.199999999999996
464,2006,Republic of Karelia,14.7,40.9,15.0,0.8,0.5,62.6194031,33.4920267,123.3
465,2007,Republic of Karelia,11.9,45.7,15.9,1.2,0.6,62.6194031,33.4920267,55.3
466,2008,Republic of Karelia,14.3,50.0,17.4,1.4,0.8,62.6194031,33.4920267,71.39999999999999
467,2009,Republic of Karelia,13.6,52.4,16.4,1.4,1.0,62.6194031,33.4920267,153.1
468,2010,Republic of Karelia,12.9,55.1,17.6,1.6,1.2,62.6194031,33.4920267,63.0
469,2011,Republic of Karelia,11.98,56.94,19.33,1.87,1.6,62.6194031,33.4920267,53.50000000000001
470,2012,Republic of Karelia,10.6,58.2,18.0,1.7,1.4,62.6194031,33.4920267,86.7
471,2013,Republic of Karelia,10.8,58.3,15.4,1.7,1.3,62.6194031,33.4920267,116.6
472,2014,Republic of Karelia,12.3,57.5,13.5,1.6,1.2,62.6194031,33.4920267,40.50000000000001
473,2015,Republic of Karelia,11.7,53.8,12.0,1.5,1.1,62.6194031,33.4920267,48.89999999999999
474,2016,Republic of Karelia,11.5,51.7,12.2,1.4,1.2,62.6194031,33.4920267,50.400000000000006
475,1998,Kemerovo Oblast,3.6,25.6,16.8,1.1,0.4,54.2353319,85.3785008,80.30000000000001
476,1999,Kemerovo Oblast,2.5,26.1,17.4,0.5,0.2,54.2353319,85.3785008,47.300000000000004
477,2000,Kemerovo Oblast,2.3,26.6,17.3,0.6,0.2,54.2353319,85.3785008,78.0
478,2001,Kemerovo Oblast,2.1,28.6,18.8,0.6,0.2,54.2353319,85.3785008,44.0
479,2002,Kemerovo Oblast,3.0,30.8,20.2,0.9,0.3,54.2353319,85.3785008,83.7
480,2003,Kemerovo Oblast,4.2,36.9,20.1,1.1,0.3,54.2353319,85.3785008,42.1
481,2004,Kemerovo Oblast,3.7,68.6,21.2,1.0,0.3,54.2353319,85.3785008,64.2
482,2005,Kemerovo Oblast,4.4,77.5,19.3,1.4,0.4,54.2353319,85.3785008,63.300000000000004
483,2006,Kemerovo Oblast,4.3,87.8,19.7,1.3,0.4,54.2353319,85.3785008,54.9
484,2007,Kemerovo Oblast,8.8,65.1,19.6,1.8,0.9,54.2353319,85.3785008,130.29999999999998
485,2008,Kemerovo Oblast,9.3,68.5,17.6,1.6,0.7,54.2353319,85.3785008,53.599999999999994
486,2009,Kemerovo Oblast,9.2,62.5,13.9,1.3,0.7,54.2353319,85.3785008,68.50000000000001
487,2010,Kemerovo Oblast,9.0,67.1,13.6,1.3,0.6,54.2353319,85.3785008,80.8
488,2011,Kemerovo Oblast,7.48,71.37,13.7,1.48,0.61,54.2353319,85.3785008,
489,2012,Kemerovo Oblast,5.9,75.3,14.2,1.6,0.7,54.2353319,85.3785008,23.5
490,2013,Kemerovo Oblast,5.9,72.6,11.3,1.8,0.8,54.2353319,85.3785008,128.5
491,2014,Kemerovo Oblast,4.5,72.1,7.4,1.2,0.5,54.2353319,85.3785008,58.900000000000006
492,2015,Kemerovo Oblast,4.9,72.4,6.8,1.2,0.5,54.2353319,85.3785008,54.4
493,2016,Kemerovo Oblast,4.9,60.4,7.6,1.2,0.5,54.2353319,85.3785008,60.800000000000004
494,1998,Kirov Oblast,2.0,12.4,12.8,0.4,0.1,57.9665589,49.4074599,69.8
495,1999,Kirov Oblast,1.5,13.1,13.6,0.3,0.1,57.9665589,49.4074599,70.4
496,2000,Kirov Oblast,1.8,15.5,12.8,0.3,0.1,57.9665589,49.4074599,58.00000000000001
497,2001,Kirov Oblast,2.8,20.4,14.1,0.4,0.1,57.9665589,49.4074599,118.60000000000001
498,2002,Kirov Oblast,4.5,27.3,14.9,0.5,0.1,57.9665589,49.4074599,51.3
499,2003,Kirov Oblast,7.2,33.4,13.5,0.6,0.1,57.9665589,49.4074599,58.1
500,2004,Kirov Oblast,9.6,43.6,12.8,0.7,0.1,57.9665589,49.4074599,67.5
501,2005,Kirov Oblast,9.7,56.2,12.8,0.7,0.2,57.9665589,49.4074599,84.5
502,2006,Kirov Oblast,9.5,66.8,12.9,0.9,0.2,57.9665589,49.4074599,118.60000000000001
503,2007,Kirov Oblast,12.1,76.0,13.8,1.3,0.4,57.9665589,49.4074599,88.1
504,2008,Kirov Oblast,13.1,84.0,14.5,1.4,0.5,57.9665589,49.4074599,
505,2009,Kirov Oblast,13.4,77.0,14.2,1.4,0.5,57.9665589,49.4074599,50.6
506,2010,Kirov Oblast,11.0,77.4,15.2,1.8,0.5,57.9665589,49.4074599,30.900000000000002
507,2011,Kirov Oblast,9.23,82.05,15.09,1.82,0.55,57.9665589,49.4074599,47.2
508,2012,Kirov Oblast,8.1,81.4,15.1,1.7,0.6,57.9665589,49.4074599,118.60000000000001
509,2013,Kirov Oblast,8.1,73.3,12.9,1.4,0.6,57.9665589,49.4074599,85.29999999999998
510,2014,Kirov Oblast,8.5,73.8,10.6,1.2,0.6,57.9665589,49.4074599,41.5
511,2015,Kirov Oblast,7.5,72.9,9.7,1.0,0.5,57.9665589,49.4074599,70.1
512,2016,Kirov Oblast,7.3,70.4,9.7,1.0,0.5,57.9665589,49.4074599,68.89999999999999
513,1998,Kostroma Oblast,1.7,25.8,17.9,1.2,0.1,58.424756,44.2533273,79.1
514,1999,Kostroma Oblast,1.8,27.7,17.3,1.1,0.1,58.424756,44.2533273,76.80000000000001
515,2000,Kostroma Oblast,1.3,24.0,15.2,0.3,0.1,58.424756,44.2533273,46.3
516,2001,Kostroma Oblast,3.5,25.4,17.2,0.6,0.2,58.424756,44.2533273,49.400000000000006
517,2002,Kostroma Oblast,3.2,27.1,16.9,0.5,0.1,58.424756,44.2533273,47.400000000000006
518,2003,Kostroma Oblast,4.2,28.0,16.5,0.5,0.1,58.424756,44.2533273,54.7
519,2004,Kostroma Oblast,5.9,32.7,18.0,0.5,0.1,58.424756,44.2533273,76.2
520,2005,Kostroma Oblast,5.7,38.2,19.7,0.5,0.1,58.424756,44.2533273,73.5
521,2006,Kostroma Oblast,5.6,32.4,16.9,0.6,0.2,58.424756,44.2533273,127.3
522,2007,Kostroma Oblast,7.0,53.7,15.8,0.9,0.4,58.424756,44.2533273,58.9
523,2008,Kostroma Oblast,7.1,62.3,13.2,0.9,0.4,58.424756,44.2533273,20.7
524,2009,Kostroma Oblast,7.5,60.8,12.4,1.0,0.4,58.424756,44.2533273,63.4
