,year,region,wine,beer,vodka,champagne,brandy,lat,lon,total_alc
1329,2016,Tyumen Oblast,5.1,73.4,8.4,1.9,1.1,58.8206488,70.3658837,110.2
1330,1998,Udmurt Republic,3.6,15.8,11.4,0.9,0.2,57.1961165,52.6959832,104.10000000000001
1331,1999,Udmurt Republic,2.3,16.7,13.9,0.6,0.2,57.1961165,52.6959832,63.800000000000004
1332,2000,Udmurt Republic,1.5,20.1,13.4,0.3,0.1,57.1961165,52.6959832,81.29999999999998
1333,2001,Udmurt Republic,2.1,27.0,14.1,0.3,0.1,57.1961165,52.6959832,70.60000000000001
1334,2002,Udmurt Republic,2.7,29.4,13.7,0.4,0.1,57.1961165,52.6959832,61.800000000000004
1335,2003,Udmurt Republic,3.8,34.2,12.9,0.3,0.1,57.1961165,52.6959832,52.1
1336,2004,Udmurt Republic,5.4,36.4,12.4,0.4,0.2,57.1961165,52.6959832,98.30000000000001
1337,2005,Udmurt Republic,5.9,41.9,12.2,0.5,0.2,57.1961165,52.6959832,113.6
1338,2006,Udmurt Republic,6.8,51.3,13.4,0.6,0.2,57.1961165,52.6959832,
1339,2007,Udmurt Republic,8.0,70.4,14.6,0.8,0.3,57.1961165,52.6959832,24.9
1340,2008,Udmurt Republic,9.1,77.2,14.6,1.0,0.4,57.1961165,52.6959832,78.0
1341,2009,Udmurt Republic,10.9,78.6,13.0,1.0,0.4,57.1961165,52.6959832,71.80000000000001
1342,2010,Udmurt Republic,10.9,80.4,12.1,0.9,0.5,57.1961165,52.6959832,95.8
1343,2011,Udmurt Republic,7.95,87.28,13.38,0.99,0.72,57.1961165,52.6959832,96.0
1344,2012,Udmurt Republic,8.0,96.1,13.1,1.0,0.6,57.1961165,52.6959832,86.5
1345,2013,Udmurt Republic,5.7,82.8,10.9,1.0,0.7,57.1961165,52.6959832,65.7
1346,2014,Udmurt Republic,5.9,68.8,9.3,1.0,0.6,57.1961165,52.6959832,60.5
1347,2015,Udmurt Republic,5.5,60.3,9.0,0.9,0.6,57.1961165,52.6959832,105.1
1348,2016,Udmurt Republic,5.5,58.1,8.6,0.9,0.6,57.1961165,52.6959832,101.10000000000001
1349,1998,Ulyanovsk Oblast,1.0,34.8,9.7,0.3,0.2,54.1463177,47.2324921,70.10000000000001
1350,1999,Ulyanovsk Oblast,1.1,46.3,10.6,0.3,0.1,54.1463177,47.2324921,118.19999999999999
1351,2000,Ulyanovsk Oblast,0.8,46.1,10.5,0.4,0.1,54.1463177,47.2324921,80.39999999999999
1352,2001,Ulyanovsk Oblast,1.1,47.7,9.6,0.3,0.2,54.1463177,47.2324921,93.19999999999999
1353,2002,Ulyanovsk Oblast,2.1,44.8,9.1,0.5,0.2,54.1463177,47.2324921,93.9
1354,2003,Ulyanovsk Oblast,4.1,42.5,10.5,0.7,0.3,54.1463177,47.2324921,
1355,2004,Ulyanovsk Oblast,5.5,45.3,10.4,0.8,0.3,54.1463177,47.2324921,62.0
1356,2005,Ulyanovsk Oblast,5.2,32.6,11.2,0.8,0.3,54.1463177,47.2324921,48.199999999999996
1357,2006,Ulyanovsk Oblast,4.5,49.5,7.9,0.9,0.4,54.1463177,47.2324921,73.60000000000001
1358,2007,Ulyanovsk Oblast,5.3,52.8,8.1,1.1,0.4,54.1463177,47.2324921,120.4
1359,2008,Ulyanovsk Oblast,6.8,41.1,8.0,1.3,0.4,54.1463177,47.2324921,100.69999999999999
1360,2009,Ulyanovsk Oblast,6.4,39.9,8.3,1.2,0.4,54.1463177,47.2324921,38.7
1361,2010,Ulyanovsk Oblast,7.0,40.0,8.8,1.6,0.5,54.1463177,47.2324921,63.4
1362,2011,Ulyanovsk Oblast,7.41,54.9,8.49,1.54,0.53,54.1463177,47.2324921,80.79999999999998
1363,2012,Ulyanovsk Oblast,6.6,54.6,8.2,1.6,0.5,54.1463177,47.2324921,90.9
1364,2013,Ulyanovsk Oblast,5.3,55.2,7.4,1.7,0.5,54.1463177,47.2324921,75.5
1365,2014,Ulyanovsk Oblast,6.4,47.6,4.9,1.2,0.5,54.1463177,47.2324921,89.10000000000001
1366,2015,Ulyanovsk Oblast,7.6,46.6,5.1,1.5,0.6,54.1463177,47.2324921,65.2
1367,2016,Ulyanovsk Oblast,6.6,46.9,4.6,1.1,0.5,54.1463177,47.2324921,63.699999999999996
1368,1998,Khabarovsk Krai,3.7,24.8,15.6,1.4,0.6,51.6312684,136.121524,54.29999999999999
1369,1999,Khabarovsk Krai,4.6,30.0,16.4,1.1,0.4,51.6312684,136.121524,70.60000000000001
1370,2000,Khabarovsk Krai,4.2,31.9,15.3,0.7,0.4,51.6312684,136.121524,83.89999999999999
1371,2001,Khabarovsk Krai,4.3,38.4,21.2,0.5,0.3,51.6312684,136.121524,86.6
1372,2002,Khabarovsk Krai,4.5,31.8,17.1,0.7,0.3,51.6312684,136.121524,76.8
1373,2003,Khabarovsk Krai,3.8,47.4,15.2,0.7,0.4,51.6312684,136.121524,6.0
1374,2004,Khabarovsk Krai,4.3,53.4,14.6,0.9,0.4,51.6312684,136.121524,72.10000000000001
1375,2005,Khabarovsk Krai,4.9,70.5,15.6,1.0,0.5,51.6312684,136.121524,55.99999999999999
1376,2006,Khabarovsk Krai,4.3,85.7,14.4,1.4,0.6,51.6312684,136.121524,88.39999999999999
1377,2007,Khabarovsk Krai,5.0,93.7,14.9,2.1,0.7,51.6312684,136.121524,
1378,2008,Khabarovsk Krai,6.5,99.6,16.8,2.9,1.1,51.6312684,136.121524,89.2
1379,2009,Khabarovsk Krai,6.2,94.7,15.5,2.9,0.9,51.6312684,136.121524,18.600000000000005
1380,2010,Khabarovsk Krai,6.5,101.4,16.5,3.1,1.1,51.6312684,136.121524,54.2
1381,2011,Khabarovsk Krai,5.79,104.94,16.87,3.08,1.09,51.6312684,136.121524,24.900000000000002
1382,2012,Khabarovsk Krai,6.2,98.2,17.8,3.6,1.0,51.6312684,136.121524,65.50000000000001
1383,2013,Khabarovsk Krai,5.7,94.3,14.1,3.1,1.0,51.6312684,136.121524,101.10000000000001
1384,2014,Khabarovsk Krai,5.7,90.9,12.0,3.0,0.9,51.6312684,136.121524,30.799999999999997
1385,2015,Khabarovsk Krai,6.0,68.3,11.1,2.8,0.8,51.6312684,136.121524,86.1
1386,2016,Khabarovsk Krai,7.0,73.7,11.2,2.6,0.9,51.6312684,136.121524,85.7
1387,1998,Republic of Khakassia,1.6,38.3,6.8,0.9,0.1,53.4399379,90.0664303,94.69999999999999
1388,1999,Republic of Khakassia,2.9,48.7,15.1,1.1,0.6,53.4399379,90.0664303,69.89999999999999
1389,2000,Republic of Khakassia,3.0,47.9,17.0,1.4,0.6,53.4399379,90.0664303,79.0
1390,2001,Republic of Khakassia,3.3,53.6,15.6,1.4,0.6,53.4399379,90.0664303,75.19999999999999
1391,2002,Republic of Khakassia,4.4,56.3,15.8,1.5,0.6,53.4399379,90.0664303,
1392,2003,Republic of Khakassia,6.4,61.2,14.8,1.6,0.5,53.4399379,90.0664303,80.9
1393,2004,Republic of Khakassia,8.5,74.5,13.8,1.9,0.8,53.4399379,90.0664303,56.9
1394,2005,Republic of Khakassia,12.2,73.6,16.5,2.3,0.8,53.4399379,90.0664303,72.8
1395,2006,Republic of Khakassia,12.4,90.1,16.7,2.1,0.7,53.4399379,90.0664303,69.8
1396,2007,Republic of Khakassia,10.7,73.1,15.3,1.2,1.0,53.4399379,90.0664303,94.0
1397,2008,Republic of Khakassia,9.4,54.6,16.2,1.5,0.7,53.4399379,90.0664303,54.2
1398,2009,Republic of Khakassia,6.1,58.5,11.1,0.7,0.4,53.4399379,90.0664303,72.60000000000001
1399,2010,Republic of Khakassia,7.4,57.7,11.5,1.2,0.6,53.4399379,90.0664303,113.9
1400,2011,Republic of Khakassia,6.11,68.0,12.16,1.17,0.76,53.4399379,90.0664303,119.7
1401,2012,Republic of Khakassia,4.7,70.3,11.2,1.0,0.6,53.4399379,90.0664303,80.0
1402,2013,Republic of Khakassia,3.3,68.6,7.1,0.9,0.5,53.4399379,90.0664303,75.5
1403,2014,Republic of Khakassia,4.1,82.2,4.6,1.2,0.6,53.4399379,90.0664303,72.8
1404,2015,Republic of Khakassia,4.5,84.3,4.7,1.4,0.5,53.4399379,90.0664303,79.2
1405,2016,Republic of Khakassia,4.3,79.1,4.7,1.4,0.5,53.4399379,90.0664303,82.5
1406,1998,Khanty–Mansi Autonomous Okrug – Yugra,3.0,23.8,11.5,0.8,0.3,61.8793428,68.6418156,90.9
1407,1999,Khanty–Mansi Autonomous Okrug – Yugra,4.1,34.4,13.5,0.7,0.3,61.8793428,68.6418156,69.7
1408,2000,Khanty–Mansi Autonomous Okrug – Yugra,4.6,36.9,18.0,0.8,0.3,61.8793428,68.6418156,68.4
1409,2001,Khanty–Mansi Autonomous Okrug – Yugra,5.2,49.0,20.5,0.9,0.5,61.8793428,68.6418156,114.10000000000002
1410,2002,Khanty–Mansi Autonomous Okrug – Yugra,5.8,77.0,23.3,1.0,0.6,61.8793428,68.6418156,70.10000000000001
1411,2003,Khanty–Mansi Autonomous Okrug – Yugra,5.0,93.3,18.6,1.2,0.5,61.8793428,68.6418156,87.7
1412,2004,Khanty–Mansi Autonomous Okrug – Yugra,4.9,94.5,18.6,1.0,0.5,61.8793428,68.6418156,70.60000000000001
1413,2005,Khanty–Mansi Autonomous Okrug – Yugra,4.2,101.1,18.9,0.7,0.5,61.8793428,68.6418156,53.8
1414,2006,Khanty–Mansi Autonomous Okrug – Yugra,3.0,106.6,19.8,0.6,0.4,61.8793428,68.6418156,93.0
1415,2007,Khanty–Mansi Autonomous Okrug – Yugra,6.6,95.4,15.2,1.8,1.1,61.8793428,68.6418156,91.69999999999999
1416,2008,Khanty–Mansi Autonomous Okrug – Yugra,7.2,93.4,15.0,1.8,1.1,61.8793428,68.6418156,65.2
1417,2009,Khanty–Mansi Autonomous Okrug – Yugra,7.1,86.6,13.2,1.8,1.3,61.8793428,68.6418156,66.4
1418,2010,Khanty–Mansi Autonomous Okrug – Yugra,7.7,87.4,12.8,2.0,1.3,61.8793428,68.6418156,72.7
1419,2011,Khanty–Mansi Autonomous Okrug – Yugra,6.69,73.66,12.43,2.29,1.66,61.8793428,68.6418156,61.9
1420,2012,Khanty–Mansi Autonomous Okrug – Yugra,6.8,72.4,12.2,2.1,1.6,61.8793428,68.6418156,48.3
1421,2013,Khanty–Mansi Autonomous Okrug – Yugra,6.1,71.5,11.8,2.2,1.6,61.8793428,68.6418156,103.2
1422,2014,Khanty–Mansi Autonomous Okrug – Yugra,4.4,69.9,10.9,1.8,1.4,61.8793428,68.6418156,92.10000000000001
1423,2015,Khanty–Mansi Autonomous Okrug – Yugra,4.4,68.7,9.8,2.0,1.3,61.8793428,68.6418156,
1424,2016,Khanty–Mansi Autonomous Okrug – Yugra,4.3,67.5,9.2,2.0,1.3,61.8793428,68.6418156,22.400000000000006
1425,1998,Chelyabinsk Oblast,4.7,27.9,11.1,1.4,0.2,54.1782828,61.43005063042288,76.0
1426,1999,Chelyabinsk Oblast,4.5,32.5,14.0,0.9,0.1,54.1782828,61.43005063042288,69.1
1427,2000,Chelyabinsk Oblast,4.3,46.3,15.7,1.0,0.2,54.1782828,61.43005063042288,72.00000000000001
1428,2001,Chelyabinsk Oblast,4.4,45.2,16.2,1.2,0.2,54.1782828,61.43005063042288,85.8
1429,2002,Chelyabinsk Oblast,4.1,55.7,16.8,1.1,0.5,54.1782828,61.43005063042288,84.2
1430,2003,Chelyabinsk Oblast,4.7,65.1,16.4,1.2,0.7,54.1782828,61.43005063042288,59.6
1431,2004,Chelyabinsk Oblast,6.1,81.0,17.5,1.3,0.8,54.1782828,61.43005063042288,60.599999999999994
1432,2005,Chelyabinsk Oblast,8.0,90.9,19.5,1.5,0.8,54.1782828,61.43005063042288,96.20000000000002
1433,2006,Chelyabinsk Oblast,8.2,103.9,16.0,1.5,0.9,54.1782828,61.43005063042288,85.6
1434,2007,Chelyabinsk Oblast,12.0,118.3,14.9,1.7,0.9,54.1782828,61.43005063042288,60.6
1435,2008,Chelyabinsk Oblast,12.4,129.4,15.3,1.7,0.6,54.1782828,61.43005063042288,112.50000000000001
1436,2009,Chelyabinsk Oblast,12.7,120.8,15.2,1.8,0.6,54.1782828,61.43005063042288,92.69999999999999
1437,2010,Chelyabinsk Oblast,9.8,108.9,11.9,1.7,0.6,54.1782828,61.43005063042288,88.40000000000002
1438,2011,Chelyabinsk Oblast,8.34,85.8,11.53,1.54,0.55,54.1782828,61.43005063042288,67.89999999999999
1439,2012,Chelyabinsk Oblast,7.0,77.2,11.8,2.1,0.6,54.1782828,61.43005063042288,
1440,2013,Chelyabinsk Oblast,4.7,79.8,6.8,1.9,0.7,54.1782828,61.43005063042288,57.300000000000004
1441,2014,Chelyabinsk Oblast,5.9,53.9,5.8,1.7,0.6,54.1782828,61.43005063042288,57.70000000000001
1442,2015,Chelyabinsk Oblast,4.8,43.6,4.4,1.4,0.5,54.1782828,61.43005063042288,73.8
1443,2016,Chelyabinsk Oblast,5.3,42.6,5.1,1.2,0.6,54.1782828,61.43005063042288,104.9
1444,1998,Chuvash Republic,1.6,20.9,8.8,0.8,0.02,55.4259922,47.0849429,83.1
1445,1999,Chuvash Republic,2.8,25.5,10.8,0.4,0.02,55.4259922,47.0849429,35.1
1446,2000,Chuvash Republic,2.9,29.8,9.6,0.5,0.1,55.4259922,47.0849429,55.89999999999999
1447,2001,Chuvash Republic,3.0,32.2,10.6,0.5,0.1,55.4259922,47.0849429,65.4
1448,2002,Chuvash Republic,3.0,31.7,11.1,0.5,0.2,55.4259922,47.0849429,72.60000000000001
1449,2003,Chuvash Republic,3.6,33.8,12.5,0.5,0.2,55.4259922,47.0849429,48.300000000000004
1450,2004,Chuvash Republic,4.4,39.7,10.9,0.5,0.2,55.4259922,47.0849429,52.199999999999996
1451,2005,Chuvash Republic,4.8,37.6,11.3,0.5,0.2,55.4259922,47.0849429,62.1
1452,2006,Chuvash Republic,4.6,46.0,14.0,0.9,0.2,55.4259922,47.0849429,55.2
1453,2007,Chuvash Republic,4.9,40.1,13.8,1.1,0.4,55.4259922,47.0849429,52.4
1454,2008,Chuvash Republic,5.6,39.0,15.3,1.2,0.5,55.4259922,47.0849429,69.2
1455,2009,Chuvash Republic,4.9,38.7,14.4,1.2,0.5,55.4259922,47.0849429,59.199999999999996
1456,2010,Chuvash Republic,5.7,39.0,14.8,1.2,0.5,55.4259922,47.0849429,54.2
1457,2011,Chuvash Republic,5.24,39.06,14.03,1.29,0.62,55.4259922,47.0849429,62.6
1458,2012,Chuvash Republic,5.2,41.6,13.9,1.2,0.6,55.4259922,47.0849429,5.0
1459,2013,Chuvash Republic,5.2,43.8,11.3,1.2,0.5,55.4259922,47.0849429,74.4
1460,2014,Chuvash Republic,6.5,40.2,9.4,0.7,0.5,55.4259922,47.0849429,46.699999999999996
1461,2015,Chuvash Republic,6.3,41.4,8.2,0.5,0.4,55.4259922,47.0849429,87.8
1462,2016,Chuvash Republic,5.0,42.3,7.7,0.7,0.4,55.4259922,47.0849429,
1463,1998,Chukotka Autonomous Okrug,0.3,1.8,4.6,0.6,0.1,66.0006475,169.4900869,81.60000000000001
1464,1999,Chukotka Autonomous Okrug,0.4,2.3,6.7,0.6,0.1,66.0006475,169.4900869,17.800000000000004
1465,2000,Chukotka Autonomous Okrug,1.0,5.2,6.5,1.7,0.2,66.0006475,169.4900869,54.400000000000006
1466,2001,Chukotka Autonomous Okrug,1.4,11.0,9.8,1.9,0.1,66.0006475,169.4900869,26.4
1467,2002,Chukotka Autonomous Okrug,1.9,6.4,13.3,1.6,0.3,66.0006475,169.4900869,63.300000000000004
1468,2003,Chukotka Autonomous Okrug,3.8,12.3,12.3,1.6,0.9,66.0006475,169.4900869,104.80000000000001
1469,2004,Chukotka Autonomous Okrug,3.4,10.8,12.4,1.9,1.1,66.0006475,169.4900869,31.3
1470,2005,Chukotka Autonomous Okrug,4.0,9.1,11.1,1.6,0.7,66.0006475,169.4900869,80.1
1471,2006,Chukotka Autonomous Okrug,5.5,11.0,17.0,2.1,0.7,66.0006475,169.4900869,85.80000000000001
1472,2007,Chukotka Autonomous Okrug,6.3,12.7,17.4,2.4,0.8,66.0006475,169.4900869,91.60000000000001
1473,2008,Chukotka Autonomous Okrug,8.4,16.7,23.1,3.2,1.3,66.0006475,169.4900869,55.8
1474,2009,Chukotka Autonomous Okrug,4.9,9.8,15.5,1.9,1.5,66.0006475,169.4900869,74.8
1475,2010,Chukotka Autonomous Okrug,5.5,17.7,15.9,2.8,1.4,66.0006475,169.4900869,73.4
1476,2011,Chukotka Autonomous Okrug,5.23,16.91,14.74,2.9,1.58,66.0006475,169.4900869,
1477,2012,Chukotka Autonomous Okrug,5.1,24.0,13.7,3.0,1.6,66.0006475,169.4900869,73.3
1478,2013,Chukotka Autonomous Okrug,4.0,27.0,13.4,2.3,1.5,66.0006475,169.4900869,52.99999999999999
1479,2014,Chukotka Autonomous Okrug,9.6,32.7,11.3,2.6,1.5,66.0006475,169.4900869,66.6
1480,2015,Chukotka Autonomous Okrug,4.7,31.5,11.2,2.6,1.3,66.0006475,169.4900869,52.2
1481,2016,Chukotka Autonomous Okrug,3.9,34.0,11.6,1.8,1.1,66.0006475,169.4900869,87.7
1482,1998,Sakha (Yakutia) Republic,1.7,16.7,18.9,1.4,0.2,66.941626,129.642371,51.1
1483,1999,Sakha (Yakutia) Republic,1.8,16.3,17.5,0.5,0.2,66.941626,129.642371,44.3
1484,2000,Sakha (Yakutia) Republic,2.6,15.4,15.2,0.6,0.2,66.941626,129.642371,106.3
1485,2001,Sakha (Yakutia) Republic,2.8,15.5,14.6,0.8,0.2,66.941626,129.642371,116.10000000000001
1486,2002,Sakha (Yakutia) Republic,3.6,16.3,16.1,1.1,0.3,66.941626,129.642371,71.00000000000001
1487,2003,Sakha (Yakutia) Republic,4.7,25.0,16.0,1.2,0.3,66.941626,129.642371,85.89999999999999
1488,2004,Sakha (Yakutia) Republic,5.2,30.9,15.0,1.2,0.3,66.941626,129.642371,72.19999999999999
1489,2005,Sakha (Yakutia) Republic,5.8,34.4,14.0,1.3,0.4,66.941626,129.642371,70.60000000000001
1490,2006,Sakha (Yakutia) Republic,6.3,39.4,12.9,1.1,0.4,66.941626,129.642371,68.30000000000001
1491,2007,Sakha (Yakutia) Republic,6.9,43.4,13.1,1.6,0.5,66.941626,129.642371,70.40000000000002
1492,2008,Sakha (Yakutia) Republic,7.6,44.5,13.5,2.0,0.6,66.941626,129.642371,51.0
1493,2009,Sakha (Yakutia) Republic,4.8,46.6,13.5,2.0,0.7,66.941626,129.642371,63.0
1494,2010,Sakha (Yakutia) Republic,5.2,50.1,12.8,2.0,0.7,66.941626,129.642371,77.1
1495,2011,Sakha (Yakutia) Republic,5.87,55.04,11.97,2.07,0.65,66.941626,129.642371,61.69999999999999
1496,2012,Sakha (Yakutia) Republic,5.8,56.0,11.7,2.4,0.7,66.941626,129.642371,88.2
1497,2013,Sakha (Yakutia) Republic,4.7,55.5,10.7,2.0,0.7,66.941626,129.642371,69.7
1498,2014,Sakha (Yakutia) Republic,5.4,56.1,9.8,1.9,0.6,66.941626,129.642371,53.599999999999994
1499,2015,Sakha (Yakutia) Republic,5.1,56.0,8.9,1.7,0.6,66.941626,129.642371,90.0
1500,2016,Sakha (Yakutia) Republic,4.3,56.1,8.2,1.8,0.5,66.941626,129.642371,71.80000000000001
1501,1998,Yamalo-Nenets Autonomous Okrug,3.0,23.8,11.5,0.8,0.3,67.1471631,74.3415488,65.19999999999999
1502,1999,Yamalo-Nenets Autonomous Okrug,4.1,34.4,13.5,0.7,0.3,67.1471631,74.3415488,54.7
1503,2000,Yamalo-Nenets Autonomous Okrug,4.6,36.9,18.0,0.8,0.3,67.1471631,74.3415488,72.69999999999999
1504,2001,Yamalo-Nenets Autonomous Okrug,5.2,49.0,20.5,0.9,0.5,67.1471631,74.3415488,54.699999999999996
1505,2002,Yamalo-Nenets Autonomous Okrug,5.8,77.0,23.3,1.0,0.6,67.1471631,74.3415488,51.49999999999999
1506,2003,Yamalo-Nenets Autonomous Okrug,5.0,93.3,18.6,1.2,0.5,67.1471631,74.3415488,109.7
1507,2004,Yamalo-Nenets Autonomous Okrug,4.9,94.5,18.6,1.0,0.5,67.1471631,74.3415488,80.39999999999999
1508,2005,Yamalo-Nenets Autonomous Okrug,4.2,101.1,18.9,0.7,0.5,67.1471631,74.3415488,
1509,2006,Yamalo-Nenets Autonomous Okrug,3.0,106.6,19.8,0.6,0.4,67.1471631,74.3415488,20.900000000000002
1510,2007,Yamalo-Nenets Autonomous Okrug,6.6,95.4,15.2,1.8,1.1,67.1471631,74.3415488,69.39999999999999
1511,2008,Yamalo-Nenets Autonomous Okrug,7.2,93.4,15.0,1.8,1.1,67.1471631,74.3415488,65.39999999999999
1512,2009,Yamalo-Nenets Autonomous Okrug,7.1,86.6,13.2,1.8,1.3,67.1471631,74.3415488,67.1
1513,2010,Yamalo-Nenets Autonomous Okrug,7.7,87.4,12.8,2.0,1.3,67.1471631,74.3415488,78.5
1514,2011,Yamalo-Nenets Autonomous Okrug,6.33,100.92,14.07,2.53,1.78,67.1471631,74.3415488,86.7
1515,2012,Yamalo-Nenets Autonomous Okrug,6.3,99.9,14.1,2.5,1.8,67.1471631,74.3415488,57.800000000000004
1516,2013,Yamalo-Nenets Autonomous Okrug,5.8,97.7,12.7,2.5,1.7,67.1471631,74.3415488,58.1
1517,2014,Yamalo-Nenets Autonomous Okrug,5.0,86.2,10.2,2.0,1.5,67.1471631,74.3415488,92.80000000000001
1518,2015,Yamalo-Nenets Autonomous Okrug,4.6,82.7,8.6,1.9,1.3,67.1471631,74.3415488,76.3
1519,2016,Yamalo-Nenets Autonomous Okrug,4.5,75.8,8.2,1.7,1.3,67.1471631,74.3415488,61.400000000000006
1520,1998,Yaroslavl Oblast,3.5,32.4,21.1,0.7,0.3,57.7781976,39.0021095,88.99999999999999
1521,1999,Yaroslavl Oblast,3.6,39.6,21.1,0.8,0.2,57.7781976,39.0021095,95.4
1522,2000,Yaroslavl Oblast,3.5,57.1,18.3,1.5,0.3,57.7781976,39.0021095,86.2
1523,2001,Yaroslavl Oblast,4.3,71.1,18.6,1.6,0.4,57.7781976,39.0021095,54.699999999999996
1524,2002,Yaroslavl Oblast,4.5,90.1,20.3,1.0,0.3,57.7781976,39.0021095,
1525,2003,Yaroslavl Oblast,3.8,62.3,18.6,0.5,0.1,57.7781976,39.0021095,56.79999999999999
1526,2004,Yaroslavl Oblast,3.9,63.6,18.9,0.4,0.1,57.7781976,39.0021095,51.300000000000004
1527,2005,Yaroslavl Oblast,5.5,62.7,14.5,0.5,0.2,57.7781976,39.0021095,72.3
1528,2006,Yaroslavl Oblast,5.7,66.8,14.7,0.6,0.3,57.7781976,39.0021095,99.1
1529,2007,Yaroslavl Oblast,9.7,70.8,15.1,1.4,0.6,57.7781976,39.0021095,59.3
1530,2008,Yaroslavl Oblast,10.4,71.1,13.9,1.3,0.7,57.7781976,39.0021095,36.0
1531,2009,Yaroslavl Oblast,10.0,71.5,13.6,1.6,0.7,57.7781976,39.0021095,47.599999999999994
1532,2010,Yaroslavl Oblast,11.3,76.3,12.2,2.1,0.8,57.7781976,39.0021095,60.9
1533,2011,Yaroslavl Oblast,10.27,77.3,11.84,1.68,0.85,57.7781976,39.0021095,74.9
1534,2012,Yaroslavl Oblast,9.7,73.4,12.7,1.9,1.1,57.7781976,39.0021095,48.8
1535,2013,Yaroslavl Oblast,7.6,79.3,11.1,1.7,1.0,57.7781976,39.0021095,72.49999999999999
1536,2014,Yaroslavl Oblast,9.9,60.9,9.8,1.5,1.0,57.7781976,39.0021095,61.4
1537,2015,Yaroslavl Oblast,9.3,39.0,8.7,1.4,0.9,57.7781976,39.0021095,47.9
1538,2016,Yaroslavl Oblast,10.2,38.0,8.9,1.4,1.0,57.7781976,39.0021095,50.499999999999986
